Video ID,Playlist Video Creation Timestamp
SnYc4mQtbHM,2019-08-10T13:29:31+00:00
vwA8hBIjjMo,2019-07-18T13:51:28+00:00
vwA8hBIjjMo,2019-07-18T13:51:25+00:00
vwA8hBIjjMo,2019-07-18T13:51:24+00:00
vwA8hBIjjMo,2019-07-18T13:51:23+00:00
vwA8hBIjjMo,2019-07-18T13:51:20+00:00
vwA8hBIjjMo,2019-07-18T13:51:20+00:00
vwA8hBIjjMo,2019-07-18T13:51:14+00:00
vwA8hBIjjMo,2019-07-18T13:51:11+00:00
ayNxIHoA9lg,2019-07-14T19:03:25+00:00
khqD8WJ3YGI,2019-07-12T13:24:56+00:00
KnpY46lOTX4,2019-05-23T03:59:12+00:00
d38LKbYfWrs,2019-01-06T21:39:07+00:00
8qrQL6NOzAk,2018-12-17T04:38:49+00:00
GduZhqftUn8,2018-12-15T16:02:20+00:00
naK0qaUVSqc,2018-12-10T04:26:51+00:00
naK0qaUVSqc,2018-12-07T17:09:27+00:00
FtgUSUHnzLI,2018-11-27T18:58:19+00:00
mNbSgMEZ_Tw,2018-11-16T04:26:23+00:00
CvzMqIQLiXE,2018-11-10T18:51:15+00:00
NwX9xmLkG64,2018-10-22T02:49:03+00:00
TMJYIyiBkZk,2018-10-10T01:25:53+00:00
YeB-uXGGaEU,2018-10-01T20:21:17+00:00
HC0EHFYoKK8,2018-08-15T18:36:22+00:00
goH1V_q4q9k,2018-08-15T18:36:03+00:00
tycxJmbsr2Q,2018-08-09T01:51:49+00:00
aG1PK_rLw8M,2018-08-06T19:34:10+00:00
yvlAMnK6j8Q,2018-07-25T00:26:54+00:00
TTFQlb1FWDE,2018-07-25T00:24:46+00:00
rHgpcqww_Fg,2018-07-15T06:53:44+00:00
ZcJNYjt2994,2018-07-03T16:01:16+00:00
ZcTtdABxnpY,2018-07-02T02:41:55+00:00
NX_igvcBICc,2018-06-14T14:45:05+00:00
NX_igvcBICc,2018-06-14T14:45:04+00:00
 -r-eUElgQnE,2018-05-23T02:28:36+00:00
S0Vyr1TylTE,2018-05-08T11:57:29+00:00
gDk_tQ2B0dg,2018-04-28T22:50:37+00:00
5x-5_4NBpkQ,2018-04-18T04:12:40+00:00
30HsgKTkQ68,2018-04-11T19:15:55+00:00
2rPmzqYIPrE,2018-03-28T23:23:58+00:00
lMlbRv8dnuE,2018-03-17T00:42:09+00:00
a1R8Rx2db9c,2018-03-17T00:38:46+00:00
SybNpDoz4G0,2018-03-11T17:35:18+00:00
tVBKto6Cfqo,2018-02-28T00:23:38+00:00
lWnu_WgT9QI,2018-02-25T06:23:59+00:00
PZCDD-lXD_4,2018-02-13T17:36:24+00:00
_Tx6TYnPat8,2018-02-02T13:31:44+00:00
LdmJ7F69z7I,2018-02-01T01:25:04+00:00
pYHqSttYJIk,2018-01-09T15:19:34+00:00
BN0G0hP7n-s,2017-12-03T20:38:10+00:00
cFzRZpjxJug,2017-11-29T05:25:30+00:00
8K-bxuB1WEw,2017-11-18T08:11:59+00:00
ath95vQFSlo,2017-11-18T08:11:24+00:00
7fakUXT0dvE,2017-11-11T05:51:33+00:00
mPBVO649SEI,2017-11-09T16:25:44+00:00
YTpiL_Leg-Q,2017-10-26T01:04:21+00:00
1QK5fjJcQOk,2017-10-17T19:15:31+00:00
_hb51LUKROM,2017-09-21T17:06:05+00:00
G6kAmdzfvC8,2017-08-25T00:31:55+00:00
b20SGyhLuSc,2017-08-25T00:31:32+00:00
O1YS-yDW2Y8,2017-08-16T21:50:58+00:00
VaXlQOzPHK8,2017-07-25T23:05:07+00:00
0RRxqg4G-G4,2017-07-20T15:38:30+00:00
Lddwy3ZUbkQ,2017-07-18T04:28:07+00:00
9vetSEcC-qA,2017-07-18T04:27:42+00:00
BOZ0q_OPJ5c,2017-07-14T19:29:25+00:00
3IFkuHcABEI,2017-06-07T21:32:02+00:00
tOp1uPpjYgo,2017-05-20T22:03:42+00:00
_Z4FgnAVFgM,2017-05-06T15:01:23+00:00
mVI97gcUCeE,2017-04-06T21:14:24+00:00
 -o-AjabYZAg,2017-03-08T22:06:54+00:00
EdsF4JdysHI,2017-02-22T18:00:32+00:00
78tLB92KrLc,2017-02-16T18:33:38+00:00
8dC9YKv0NaQ,2017-02-12T04:15:06+00:00
bvf8dDWehTk,2017-02-12T04:14:57+00:00
W8opW8N-opU,2017-02-12T04:14:46+00:00
EV7gfjq5_dU,2017-02-12T04:14:36+00:00
UPNC0sLUDK8,2017-02-12T04:14:26+00:00
N3XcU8tNVM8,2017-02-12T04:14:15+00:00
7RpDOE9U4c0,2017-02-12T04:13:48+00:00
PlsumNkAZ-Q,2017-02-12T04:13:39+00:00
dteYRrTDkcw,2017-02-05T19:44:14+00:00
Oo9ylMylZDc,2017-01-31T23:29:20+00:00
ZNbfsEgLhMw,2017-01-02T00:16:55+00:00
FX1XEt8uEKs,2016-12-27T00:33:37+00:00
KGod_f76NO8,2016-11-29T03:12:22+00:00
3jus-OaJV8E,2016-11-11T03:37:19+00:00
3jus-OaJV8E,2016-11-11T03:16:14+00:00
90CkXVF-Q8M,2016-11-02T00:25:19+00:00
_ma7ZDJYOI4,2016-10-31T20:44:04+00:00
GdFhoXzq78k,2016-09-24T00:52:29+00:00
tu-YAMiS5wA,2016-08-16T13:45:10+00:00
aHtiyd3Z9mg,2016-08-09T19:27:10+00:00
DXB988kF3hI,2016-08-05T19:00:00+00:00
ktL0vsO-8rQ,2016-06-25T03:51:07+00:00
hqqxbtMcppU,2016-06-23T12:33:41+00:00
zyl4Vvjc7pI,2016-06-20T23:24:01+00:00
M0LMMfbdAEE,2016-06-13T14:52:52+00:00
FpKdSvwYsrE,2016-05-30T17:33:52+00:00
IWQFZ7Lx-rg,2016-05-28T00:09:52+00:00
vCP_BZtR_2E,2016-05-22T04:19:51+00:00
KXifywWaNrI,2016-05-06T01:47:58+00:00
n_D6XNpYxdU,2016-05-03T01:51:38+00:00
npYKiw0zpJU,2016-04-26T00:55:34+00:00
cHoeJPVdsa0,2016-04-16T20:59:22+00:00
7lmacVAI59E,2016-04-16T16:35:28+00:00
lYWJvbMgpsg,2016-04-12T03:13:10+00:00
izouaOCCX-A,2016-04-10T13:53:21+00:00
kxZ1EdKqbcY,2016-04-10T13:53:05+00:00
chwdbGNQxiw,2016-03-31T10:38:30+00:00
s4AloDbwt-8,2016-03-31T10:38:04+00:00
KkB8OoTLFbo,2016-03-31T10:37:45+00:00
YTpiL_Leg-Q,2016-03-06T16:39:34+00:00
QHFJgbpETrI,2015-11-16T21:39:48+00:00
chwdbGNQxiw,2015-11-10T15:20:17+00:00
s4AloDbwt-8,2015-11-10T15:19:48+00:00
2WrppNlNHGM,2015-08-21T18:29:32+00:00
xntFghVSVBo,2015-01-14T06:58:57+00:00
8xIVWzgfhvo,2014-10-09T18:33:34+00:00
RIVjzZ8nuis,2014-10-01T17:15:03+00:00
BjII_gh1_f4,2014-09-03T16:00:50+00:00
eTn-F3sjw1w,2014-07-28T18:46:47+00:00
un-J1i24zhQ,2013-11-10T21:47:50+00:00
MeyyOQJKay0,2013-10-24T18:08:23+00:00
coEgQx8la5c,2013-10-17T17:48:02+00:00
2rjbtsX7twc,2013-09-20T15:43:20+00:00
Te_-v5Ljt_M,2013-05-02T14:53:11+00:00
No1_Z_cEY74,2013-03-29T17:40:53+00:00
IMJAmiEKLVI,2012-12-12T16:26:43+00:00
K5tXJY33rFk,2012-10-10T21:38:00+00:00
Gm5zrr0OZTk,2012-09-11T01:15:54+00:00
zMb_8ZXvDFE,2012-08-19T23:27:08+00:00
2tzKAlLb4iM,2012-06-07T21:05:05+00:00
Yybz0TcIgDk,2011-12-28T04:53:05+00:00
eRadyGYVHDI,2011-12-28T04:52:40+00:00
cPCOJAm5L2U,2011-12-14T21:55:19+00:00
jgTRKRWdQH0,2011-10-26T20:19:14+00:00
X6IMuRICNP0,2011-09-15T02:14:22+00:00
k79HJMf6rRQ,2011-09-01T13:56:10+00:00
U5X4N2exOsU,2011-08-17T22:59:02+00:00
9QkgRTtUgu8,2011-06-30T16:00:41+00:00
VG4OWiBpz4g,2011-06-21T17:25:38+00:00
cRBcP6MmE8g,2011-06-15T15:09:15+00:00
sfPnLxqUWJw,2011-04-26T16:16:16+00:00
nfjLZE6Pp5U,2011-04-18T17:47:41+00:00
g09gOh2qwug,2011-03-21T14:18:25+00:00
d6egUsZvWu4,2011-03-04T18:24:55+00:00
F2QLCKkSaMI,2011-03-03T17:59:52+00:00
fpJQWGA1O8s,2011-02-22T20:20:51+00:00
J7Ok7bzOFWI,2011-02-08T05:03:25+00:00
R55e-uHQna0,2011-02-03T18:57:45+00:00
cvfIGPiZL-g,2011-01-21T16:51:29+00:00
PiblYasnzWE,2011-01-10T23:22:08+00:00
pfG3VXaasF0,2010-12-21T23:53:10+00:00
DySnlAF0cEc,2010-11-19T23:35:40+00:00
tO96_Ypjqik,2010-11-15T15:50:10+00:00
uKfKtXYLG78,2010-11-09T21:18:56+00:00
8WxLyoknPH8,2010-11-03T19:06:08+00:00
PqvKnC5Wf8g,2010-08-21T22:28:39+00:00
BPJpUmGM7cU,2010-03-31T19:27:42+00:00
__9RHNSt61E,2010-03-27T02:12:13+00:00
RS1s9CSYYLQ,2010-01-29T07:07:32+00:00
m4DW-hdXcH8,2010-01-20T19:46:37+00:00
wJCWASMK7T8,2010-01-11T03:27:45+00:00
gWP_GavU6_E,2009-12-21T17:00:03+00:00
SzOsLRT7d5c,2009-12-13T23:14:49+00:00
tgbNymZ7vqY,2009-11-25T00:02:16+00:00
Z47LZS7rhwE,2009-11-23T22:51:37+00:00
Tq29o9PWGc4,2009-11-07T21:57:44+00:00
PzF87yOq7mE,2009-10-28T07:04:53+00:00
HmJbJs-9ST0,2009-10-28T02:55:59+00:00
PN_oDdGmKyA,2009-10-16T18:40:30+00:00
DvZfolyeS3g,2009-10-12T03:59:28+00:00
5oeCFlKqY58,2009-09-17T17:55:07+00:00
SXfGJghh1GM,2009-09-16T01:56:03+00:00
8Bjh9xHlvTY,2009-09-13T23:41:17+00:00
ssOq02DTTMU,2009-09-11T18:52:27+00:00
HU2ftCitvyQ,2009-09-09T03:42:53+00:00
oCEWTf6-StM,2009-08-29T23:35:21+00:00
JAPyipuT-Jg,2009-08-29T21:31:28+00:00
cVmNzoy6HKI,2009-08-22T16:48:41+00:00
B-Wd-Q3F8KM,2009-08-18T21:11:12+00:00
DtZi9mWHF1g,2009-08-14T06:02:26+00:00
ijOZMLFpFmc,2009-08-10T23:42:12+00:00
cqWU9huMMco,2009-08-03T05:18:29+00:00
kLDitGAUrno,2009-07-30T20:05:46+00:00
NN75im_us4k,2009-07-20T05:26:48+00:00
WfBlUQguvyw,2009-07-20T04:38:41+00:00
W3k9pMtrccQ,2009-06-26T23:19:30+00:00
H4PN7Xbexq4,2009-06-13T01:21:55+00:00
l_gjtFOdaug,2009-05-01T22:08:37+00:00
k5o6oFQwLKA,2009-05-01T19:02:30+00:00
UWRyj5cHIQA,2009-04-28T20:27:08+00:00
3JJ9Ei-2C5Y,2009-04-26T23:56:38+00:00
Xj3Q9l9Ivng,2009-04-26T23:10:23+00:00
cHZIZ5ufuls,2009-04-23T21:42:13+00:00
W4aso_Y23IQ,2009-04-23T21:38:42+00:00
FW6oQZc_c80,2009-04-18T01:49:34+00:00
i30qx9eI1r0,2009-04-18T01:49:13+00:00
XiT0YlcFbxA,2009-04-11T04:27:12+00:00
arsKBefZ1RM,2009-04-08T02:04:39+00:00
eBdTMsVwiU0,2009-04-07T11:35:45+00:00
kJ2Sox5uCXQ,2009-04-06T21:45:06+00:00
AE3kKUEY5WU,2009-04-04T21:46:03+00:00
FeG54LhOrik,2009-03-28T03:03:28+00:00
vA_iMuZ3ZDw,2009-03-20T20:09:35+00:00
xlfnm9gV52w,2009-03-08T23:41:05+00:00
iQOwigPw9Cs,2009-03-08T23:32:35+00:00
HuqoeI9rrP4,2009-03-04T05:02:25+00:00
m6vA1Ft86cU,2009-03-03T02:40:34+00:00
EVQYtKyN0Jg,2009-02-20T00:33:04+00:00
FTYqv8cWJQU,2009-02-13T07:11:33+00:00
gYuA00qnSlY,2009-02-01T03:36:04+00:00
_99CBb2LMyM,2009-01-31T05:24:51+00:00
_hHiAwlCwXg,2009-01-16T20:41:36+00:00
iDZLI9qeYjU,2009-01-14T19:55:20+00:00
zM18HENqNbk,2009-01-14T01:04:56+00:00
xol79-mhhrY,2009-01-13T01:20:00+00:00
ymdSNhNnqco,2008-12-28T22:24:20+00:00
0414VHMo8cw,2008-12-24T23:10:09+00:00
9ONriF3UpkA,2008-12-20T20:01:17+00:00
4pXfHLUlZf4,2008-12-17T18:27:06+00:00
CVVBpoMbbjo,2008-12-12T07:43:27+00:00
v5cWWV0KNDg,2008-12-04T23:53:24+00:00
MGtAACHjH5s,2008-11-30T05:33:24+00:00
_PQOpZ_jrn4,2008-11-30T05:32:53+00:00
k6lOTFYiiqE,2008-11-30T05:32:07+00:00
F9iWWNULjCs,2008-11-30T05:31:20+00:00
fIWoeDdENoM,2008-11-30T05:31:00+00:00
7oN7QhLuJfo,2008-11-22T22:56:42+00:00
90yFYPNM7cg,2008-11-19T20:25:29+00:00
IBRL7D0wcXM,2008-11-18T01:33:15+00:00
lYaTePzGoQM,2008-11-17T03:01:43+00:00
ulLvUcmj6QE,2008-11-17T02:57:04+00:00
tOrcFCCcDQk,2008-11-06T19:25:06+00:00
sA7co8Jn6c8,2008-10-20T17:32:08+00:00
bdp_MPqOn5E,2008-10-19T03:37:57+00:00
woLQI8X2R6Y,2008-10-19T02:53:39+00:00
A0eEuDAtu2Q,2008-10-17T22:44:22+00:00
OdR0Xyjxm1s,2008-10-03T03:09:47+00:00
olpCyDA4kYA,2008-10-01T21:51:59+00:00
ciJNF2NK49Y,2008-09-22T22:56:06+00:00
j50ZssEojtM,2008-09-10T16:24:05+00:00
1yuc4BI5NWU,2008-09-10T07:23:06+00:00
mvq2JTWdJ1U,2008-09-10T07:09:21+00:00
JiV7M8Llkxo,2008-09-05T23:45:18+00:00
6NnrXKxOHkw,2008-09-03T05:53:22+00:00
bxdtv1ov4SA,2008-08-31T05:21:52+00:00
1btibrMzTs0,2008-08-15T00:43:23+00:00
lqeAh_IeSrQ,2008-08-12T19:30:53+00:00
j4nxn97_ZfY,2008-08-12T04:53:30+00:00
Qcbr6SczvT8,2008-08-08T05:51:39+00:00
1TZCP6OqRlE,2008-08-06T21:14:18+00:00
7-fAajaSeiA,2008-08-04T04:59:28+00:00
vXNO4AIDFRE,2008-07-25T18:03:47+00:00
sfvpw_O23B4,2008-07-24T22:43:32+00:00
ML82p-Xa-Gk,2008-07-24T22:34:14+00:00
2gDSwZhvu_c,2008-07-22T06:08:35+00:00
HvZTqRKX0GA,2008-07-18T00:06:24+00:00
_lsGXL95TJc,2008-07-15T07:39:55+00:00
Hr0Wv5DJhuk,2008-06-30T04:18:45+00:00
BTB-a1dLF3Q,2008-06-11T18:00:31+00:00
v31qxrXsxv0,2008-05-30T00:08:45+00:00
SmjG1i2F90M,2008-05-21T21:27:58+00:00
UyqpjkCwEI4,2008-05-17T07:44:51+00:00
EOrG1r3S6ZA,2008-05-07T23:37:24+00:00
ziiUTqMOVNI,2008-05-06T06:59:20+00:00
jeZc6hjW22c,2008-04-24T21:04:37+00:00
lGE970BBLZo,2008-04-24T19:58:59+00:00
dQmK1CnwOUI,2008-04-05T19:35:23+00:00
YDKmFipygWY,2008-03-23T05:31:28+00:00
InZNBcJTmWs,2008-03-18T23:11:06+00:00
ymzZqaPnk4w,2008-03-17T19:05:51+00:00
G5WarA5xnNE,2008-03-14T22:56:31+00:00
lHTzhHyF9ew,2008-03-13T07:20:19+00:00
O9IDkpIsj-k,2008-03-12T22:38:56+00:00
pf6vVt0cLnM,2008-03-05T09:12:45+00:00
JW7q0JzWaoY,2008-02-27T22:33:19+00:00
kO8x8eoU3L4,2008-02-24T21:06:09+00:00
MK0ITXBWpHE,2008-02-24T21:05:17+00:00
ITCodQARAGA,2008-02-04T23:15:23+00:00
kLsVh6Qrpew,2008-01-26T05:42:30+00:00
LsV50T5uEyw,2008-01-20T04:36:08+00:00
MQ0eAPAzvm4,2008-01-14T17:06:20+00:00
ZyXxXVxWSjA,2008-01-09T08:24:25+00:00
16g9B5w-qbI,2008-01-05T04:22:13+00:00
eQR9LOBPL-Y,2007-12-22T17:26:19+00:00
sXN6wYiJHF4,2007-12-14T01:33:44+00:00
TXb6bjCCtuY,2007-12-13T21:49:12+00:00
ybB25VOJI3o,2007-12-13T20:41:04+00:00
Q-CjKx_jPtA,2007-12-13T20:36:38+00:00
RYfjWgMjMkw,2007-12-07T01:20:09+00:00
F28kCLTd_Dk,2007-11-29T21:41:05+00:00
FM6Y_aK1jsw,2007-11-25T09:14:17+00:00
xWbSeC898u4,2007-11-23T06:55:25+00:00
RmvhCpEKAjY,2007-10-29T01:33:34+00:00
HANGnBFRLuc,2007-10-24T05:20:19+00:00
aiUe0xQXbVM,2007-10-24T04:45:22+00:00
Af1OxkFOK18,2007-10-19T22:32:15+00:00
ZXAURdLncxQ,2007-10-17T02:56:23+00:00
183tVH1CZpA,2007-10-16T05:33:51+00:00
o8zmkX1mfV4,2007-09-24T19:09:16+00:00
4nty865z53c,2007-09-16T19:19:23+00:00
EHuOrJQua_c,2007-09-08T08:19:31+00:00
gp6A1KeXDC0,2007-09-07T23:09:41+00:00
K_5W4t_CBzg,2007-09-03T22:36:14+00:00
1k08yxu57NA,2007-09-03T19:14:47+00:00
xqJJMiMzkks,2007-08-19T19:29:36+00:00
TlcRSyIHYow,2007-08-18T19:25:03+00:00
TVfJIV_dSEA,2007-08-18T18:49:59+00:00
euMIjKnvJXY,2007-07-31T02:43:16+00:00
lYALZWFfPO0,2007-07-29T19:02:06+00:00
FGj56PLYUSI,2007-07-27T19:42:19+00:00
OV5fHruaOyM,2007-07-27T19:41:35+00:00
XKvgOpf9SWM,2007-07-14T01:54:54+00:00
9O-Q5vJ-GHk,2007-07-13T19:38:31+00:00
_29X_EyiHpc,2007-07-05T22:20:06+00:00
mW0B1sipLBI,2007-06-24T23:14:16+00:00
nNfQ0ORwSDM,2007-06-22T20:47:24+00:00
z5-8lJrF4RI,2007-06-22T07:16:25+00:00
PJ2h9zEr4Fc,2007-06-20T20:43:21+00:00
9KorhvVQRUM,2007-06-19T22:35:49+00:00
D-octweQ-s8,2007-06-19T05:24:26+00:00
Fk1VcziNilY,2007-06-08T15:32:32+00:00
czrALMcxp-s,2007-05-27T07:29:05+00:00
NeK5ZjtpO-M,2007-05-22T00:01:34+00:00
5MZWq14uD-A,2007-05-20T20:59:38+00:00
jdyhUHnuUvw,2007-05-18T16:59:21+00:00
OSSZdss3Jw8,2007-05-18T16:57:54+00:00
luJ52WqcPMg,2007-05-18T16:56:43+00:00
V9rRfH4Z1os,2007-05-18T00:23:52+00:00
LU8DDYz68kM,2007-05-17T19:30:09+00:00
B2v-AkSj260,2007-05-13T15:43:37+00:00
TyrM7GxyzGg,2007-05-11T21:12:06+00:00
LuFO5QzT9fw,2007-05-11T15:45:25+00:00
UiBfF0cSEeM,2007-05-09T18:38:15+00:00
LkCNJRfSZBU,2007-05-09T18:37:28+00:00
zWmAvruljEY,2007-05-06T07:30:18+00:00
7qth-OnuNYg,2007-04-26T22:53:06+00:00
iLYSb_ED7Ig,2007-04-25T19:42:26+00:00
dBQ3HbB0c8Y,2007-04-24T00:01:09+00:00
rkAfWuubPBs,2007-03-27T08:26:25+00:00
sQvmvClfTKk,2007-03-25T20:59:24+00:00
rrlqQ1_vZVE,2007-03-25T03:00:57+00:00
ofaCGy-wVV0,2007-03-21T23:03:12+00:00
xtR-_Tm1kVw,2007-03-21T19:34:48+00:00
AeXrMRf25U8,2007-03-21T19:33:36+00:00
Bon-qNCnePY,2007-03-21T19:30:37+00:00
TR7JApjgIGw,2007-03-21T19:29:21+00:00
9gIWfHZrN7c,2007-03-21T19:06:32+00:00
4wGR4-SeuJ0,2007-03-21T19:01:27+00:00
6h3G-lMZxjo,2007-03-19T04:38:26+00:00
HFluHhTOrQ0,2007-03-14T04:42:38+00:00
QipAqdomO3I,2007-03-08T00:25:29+00:00
ZmLbvwpUv9o,2007-03-07T20:26:44+00:00
uDBJ2ktSZpI,2007-03-06T22:22:52+00:00
0IOyBwrvOKA,2007-03-05T20:14:21+00:00
UBSN7WOPkQ0,2007-03-05T20:07:58+00:00
9RnhwK8Id3Y,2007-02-10T00:29:53+00:00
npYdfYbnL78,2007-01-24T19:01:23+00:00
ZkXuRU_ApiE,2007-01-19T19:45:57+00:00
FJ3oHpup-pk,2007-01-19T00:06:36+00:00
ZWfYew3s_Nw,2007-01-14T01:48:01+00:00
W1U29FZIZaM,2007-01-04T23:11:36+00:00
IwUl9HjahRg,2006-11-27T21:47:18+00:00
W45DRy7M1no,2006-11-27T20:55:44+00:00
56g2gNdWxxw,2006-11-26T02:17:20+00:00
ksMKqCJ2eLw,2006-11-23T04:18:32+00:00
D37Gnh-nluo,2006-11-23T03:58:19+00:00
6A0rwG39Jzk,2006-11-07T18:43:26+00:00
0J16dyV4Du8,2006-10-27T18:17:11+00:00
tudRETrphxk,2006-10-23T17:35:58+00:00
 -wYqpt97LJM,2006-10-16T05:51:56+00:00
FOLBQxk72NY,2006-10-12T22:44:27+00:00
gx-NLPH8JeM,2006-09-21T22:57:25+00:00
lVs-405rAPY,2006-09-17T04:55:11+00:00
IMlyqKa1p78,2006-09-10T14:59:52+00:00
DWhdMkPSUwk,2006-09-08T21:55:30+00:00
3nbPDy6M1Ro,2006-09-08T21:37:08+00:00
zgnVaolzxmM,2006-08-29T22:12:50+00:00
5Ur2er-STls,2006-08-14T18:10:38+00:00
bA-DReZYftg,2006-08-11T20:20:56+00:00
pv5zWaTEVkI,2006-08-04T01:21:30+00:00
OLDqTjl-th0,2006-08-03T16:25:51+00:00
lX1qpcDchD4,2006-07-22T23:14:47+00:00
R9KKyZ5d3h8,2006-06-26T19:02:43+00:00
W0fqgq6ZMZY,2006-06-26T06:46:44+00:00
6VBps9O8FuM,2006-06-26T06:35:23+00:00
zA1hyqA6UTY,2006-06-26T05:59:32+00:00
x5MC8u27prw,2006-06-20T23:13:52+00:00
lY8IQnHFKTA,2006-06-14T21:20:23+00:00
Q275Qh4ESao,2006-05-30T20:27:07+00:00
PUXdrS2N4nM,2006-05-21T01:39:09+00:00
5YH6CrMR1eg,2006-05-21T01:37:13+00:00
AJ9J4M5xN3k,2006-05-21T01:35:21+00:00
HFxHfdp_QYo,2006-05-19T00:21:18+00:00
dMH0bHeiRNg,2006-05-19T00:19:36+00:00
YqLlbGY5eJA,2006-05-16T20:23:54+00:00
au6UblQovIA,2006-05-07T03:07:52+00:00
gGmq_SfElA0,2006-04-26T20:55:06+00:00
spCknVcaSHg,2006-04-25T18:03:45+00:00
SZjbTq4DcAQ,2006-03-31T15:46:40+00:00
J1J0Z2YvplY,2006-03-29T18:57:34+00:00
ETQ0urHjSIk,2006-02-13T00:15:38+00:00





